,raw_idx,tweet_id,tweet_text,verifiable,verifiable_numeric,false_info,false_info_numeric,interest_to_public,interest_to_public_numeric,general_harm,general_harm_numeric,attention_to_fact_check,attention_to_fact_check_numeric,weighted_score
20,410,1369637371482955520,They opened up Louisiana for covid covid vaccines for 18 and over. Someone corrected me and said “well 18 + disease states or overweight.” I said so they opened up the whole state to the vaccine,1,0.9461396910013824,1,0.5579401512233917,1,0.9515870081670847,1,0.20770975314763862,1,0.8252393873830075,3.488615990922505
16,425,1368973420952686592,@LBC Case fatality rates can be up to 50% in the case of yellow fever - no where near covid. And comparing seatbelts to vaccines isnt helpful either especially as theres still limited evidence they prevent transmission (so you're having a vaccine for you and you only),1,0.9593796900118216,1,0.6397320149935747,1,0.9585889359515446,1,0.12833614485253264,1,0.7988501545667344,3.484886940376208
12,340,1370196168945242112,On the day that Joe Biden was inaugurated or whatever they did United States had already administered 1.5 million covid-19 vaccines. Joe Biden had/has nothing to do with it and Trump was actually right 9n in his debate when he said the middle or end of 2020. He was correct again.,1,0.968821754501913,1,0.6519008248652295,1,0.9025889039655632,1,0.8859228325135474,1,0.062215065276186365,3.4714493811224396
27,309,1370883227620143104,"@realJeff45 @Jord_45 This covid 19 is nothing more than a bad flu! The REAL dangers lie in all these untested, unproven, and no idea of long term effects from the 'Vaccines'! People are dropping dead within a day or two after receiving the shot! 98% recovery rate after infection.I'll take those odds!",1,0.9944577212952294,1,0.8494043556970885,1,0.8018795771772853,1,0.27103175319821393,1,0.5489357097130003,3.4657091170808174
15,435,1235711139620753408,"Trump: Corona-flu is not serious, go to work if you have it, WHO numbers are fake.  Investors: Dump stocks as president makes clear he's not going to deal with this.  Rick Santelli: Meh, let's just kill millions so stock prices go up.  Too many Republicans are inhuman monsters.",1,0.9184705682584312,1,0.9248716905227878,1,0.5490287219415624,1,0.980605612747642,1,0.053237315325052825,3.4262139087954764
30,128,1370045662314774528,"One year ago today, COVID-19 was declared a global pandemic. Since then, we have lost more than 5,000 Nevadans, and everyone has struggled with the devastating effect of the virus. But it will not defeat us. With vaccines, testing &amp; treatment, we will crush #COVID19 — together.",1,0.8990394382867674,1,0.5104740004856475,1,0.782895354356541,1,0.260196466054497,1,0.9733086024969774,3.42591386168043
93,22,1370617552079044608,"There are no COVID-19 vaccines specifically produced for Africa or Nigeria.  The vaccines we will use in Nigeria are the same vaccines being used in the USA, UK, Israel, France, Germany, and most European countries. #YesToCOVID19Vaccine https://t.co/PxmjUfjfsQ",1,0.982871381251479,1,0.19501688682249352,1,0.900889126036822,1,0.4394945211497455,1,0.8991559204500145,3.4174278357105545
55,447,1370782876405362688,"The Medicines and Healthcare Agency in the UK has reviewed recipients of Covishield and Pfizer vaccines. In conclusion, the body has found no evidence of serious adverse events from either of the two Covid-19 vaccines in about 10 million jabs. @narendramodi @AmitShah @MoHFW_INDIA",1,0.99752061050535,1,0.2125031491304996,1,0.9841027683505378,1,0.31846249049136954,1,0.8927910315690789,3.4053800500468356
90,129,1369802574698864640,"Good, @RoyBlunt. All vaccines approved by the FDA are safe and effective, the 3 Covid-19 vaccines among them. There’s almost no contraindication at this time, and they will likely prove effective for pediatric populations down the road. Don’t just be “willing”, be EXCITED. https://t.co/Q51Fvk1FjL",1,0.9709365381359826,1,0.2904218055208069,1,0.8353010763236313,1,0.3214406207164515,1,0.9825556178651578,3.4006556585620302
24,164,1368724701867081728,"The US has found multiple online publications that, under instruction from Russia, are spreading misinformation about the @Pfizer and @Moderna COVID-19 vaccines. | #Russia | #COVID19 | https://t.co/8HMEy4Sk1q",1,0.9106950990862894,1,0.18656545511171874,1,0.6995998438991654,1,0.9371653712844582,1,0.6595003140059761,3.3935260833876075
33,303,1370263202043428864,Coronavirus latest news: EU told to expect no AstraZeneca vaccines from US in near future https://t.co/AaPPHleYO5,1,0.8780523101928995,1,0.3698354624842416,1,0.625545350545586,1,0.6092472906303075,1,0.9049496877706424,3.387630101623677
136,135,1370546328938352640,No shit Sherlock. Ask the CDC why they’ve been working on SARS and COVID vaccines for years! Former top State Dept investigator says COVID-19 outbreak may have resulted from bioweapons research accident https://t.co/Aryuq4yxdA #FoxNews,1,0.9720366273300332,1,0.37829382465507844,1,0.8161703526984125,1,0.2870270975828282,1,0.8849244193862917,3.3384523216526443
22,174,1235714275752267520,I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.,1,0.921418923832872,1,0.6409919885879309,1,0.6762779549951082,1,0.9801241344024,1,0.11900588900157327,3.3378188908198845
51,307,1370467667543523328,👏🏼👏🏼👏🏼👏🏼 Covax starts deliveries of COVID-19 vaccines 💉 in 🇦🇱. 🇪🇺 EU is proud to be a strong supporter of Covax to ensure safe and affordable COVID-19 vaccines reach all countries in the 🌎 #TeamEurope #StrongerTogether #VaccinesForAll,1,0.9603549035063303,1,0.2927593234639323,1,0.9779588089148143,1,0.15706166291336898,1,0.9487035787570064,3.336838277555452
85,316,1369757545561219072,"23 years after Canada proposed bar codes to deliver vaccines quickly/accurately, the country is in an IT dark age and has fallen behind countries like India and Turkey tracking vaccines to protect people from #COVID19 @Justin_Ling @globeandmail https://t.co/Ljr4JQnO9l",1,0.9766533321159176,1,0.16959324471851933,1,0.928158017563759,1,0.32070507439830376,1,0.8997633191501994,3.294872987946699
32,423,1370633775491772416,"@GFarooqi Madam, there is no preference, AstraZeneca is still being used worldwide. All side effects &amp; effectiveness of all the COVID-19 vaccines will be know after some time. So don't be a hindrance without full knowledge and let the people get vaccinated as many as possible. @Asad_Umar",1,0.9154977368264304,1,0.7024981932953206,1,0.7430421842293021,1,0.1816176525503268,1,0.7295055925508402,3.2721613594522205
62,87,1370255345386331904,"@Sandra_Cole44 @abc7newsbayarea They were not rushed, other vaccines normally take years because there is not enough funding and so development is slowed. The covid vaccine received extensive international funding which allowed for its completion in a short amount of time.",1,0.9736464169516278,1,0.41262581121087183,1,0.6942453933313684,1,0.686984964636664,1,0.5038589189920261,3.271361505122558
36,278,1369593827107946496,GWENT'S Police and Crime Commissioner has called for surplus coronavirus vaccines to be given to police after reports of officers being assaulted and spat at by people claiming to have Covid-19. Jeff Cuthbert has said that vaccines for police officers https://t.co/qol8D6kPFu https://t.co/OOWKStFsvt,1,0.9964045561181372,1,0.11517495246212195,1,0.9671560826007194,1,0.20770536406732076,1,0.9833270779096808,3.2697680331579795
286,306,1369364638786289664,"1. The Queen promotes vaccines 2. Prince Charles and William promote the World Economic Forum 3. Prince William claims they're too many people 4. Prince Philip believes they're too many people 5. Covid vaccine sticker has the Crown logo on it Wakey, wakey people! https://t.co/kknsqX88YY",1,0.9508315744605677,1,0.4767634344488201,1,0.7378419232327351,1,0.4538413811642026,1,0.6443167756852891,3.2635950889916145
115,374,1369173776034721792,#Delhi announces free #Covid-19 vaccines at government hospitals in the capital city. Deputy CM Manish Sisodia says the government has earmarked Rs 50 crore budget for the same and they aim to increase per day vaccination too. #Covid19 #ManishSisodia,1,0.9788788286272472,1,0.3938214143923169,1,0.8980874338049072,1,0.13238119571949136,1,0.8424832287365438,3.2456521012805064
103,216,1370412962855391232,"China has pledged to donate #coronavirus vaccines to 53 countries and export them to 27 more, according to state media, which has celebrated the deliveries https://t.co/oEhDXYml3m",1,0.9910770371479156,1,0.25555966788935525,1,0.8916839140264975,1,0.23394737144989752,1,0.872510713622972,3.244778704136638
97,239,1369994554162695936,My employer has now administered 1M doses of COVID-19 vaccines in 17 states and hopes to vaccinate up to 25M per month. Good job!!,1,0.9442709452022968,1,0.3726391890604789,1,0.9330729855180064,1,0.09354964578231761,1,0.8929237987653126,3.2364565643284124
26,372,1235949880952094720,"So here’s a question for today: if you are a doctor in the Seattle area, can you, as of today, order a COVID-19 test for any patient you think should be tested? Curious to hear from actual medical professionals in the area.",1,0.8960278092763622,1,0.7534928569769505,1,0.7725472043308214,1,0.03463921887310617,1,0.7793358700477725,3.2360429595050126
109,32,1369819551504949248,💵 Survival checks for the American people 🏛 $350B in direct aid to state &amp; local govts 📉 50% reduction in child poverty 🏫 $170B to safely reopen our schools 🩺 $70B for tests &amp; vaccines + more Democrats are delivering real relief. #AmericanRescuePlan https://t.co/KufH7M1s6d,1,0.9676125042290848,1,0.2764808594999806,1,0.8763953420470196,1,0.213570265707834,1,0.8930166695291666,3.2270756410130854
45,169,1370842636089765888,"President Biden, under intense pressure to donate excess coronavirus vaccines to needy nations, moved to address the global shortage in another way — by partnering with Japan, India and Australia to expand global vaccine manufacturing capacity https://t.co/nyDxDEde8A",1,0.9848161688516508,1,0.2020797500001006,1,0.9712194548348216,1,0.10001544735120527,1,0.9601607766027614,3.2182915976405395
29,413,1241616962045636608,[Tweeting again with detail in single tweet so no alarm]  JUST IN: 38-yr-old #Covid19 positive  man dies in Patna. Had serious kidney problems that let to renal failure shortly after returning from Qatar. Makes this 1st ‘virus-linked’ death of someone who isn’t a senior citizen.,1,0.9898403701702194,1,0.7700478659052689,1,0.7327873147476686,1,0.6765971109730988,1,0.04002533693062682,3.2092979987268824
114,353,1235967295660277504,"Just like all the other fake stuff they do, the COVID-19 over-hype will backfire on the Democrats.  The economy will come roaring backs with China's grip on trade weakened and Trump's high approval on handling the virus will only help.",1,0.9506809972978408,1,0.6996288812576082,1,0.5162116595343514,1,0.48192273430188504,1,0.5563813705312972,3.204825642922983
48,490,1369320820108123904,Israel has announced a plan to offer COVID vaccines to Palestinians—but only to workers who come into close contact with Israeli Jews. The rest of the Palestinians under military occupation in Gaza and the West Bank still don’t have access to the vaccine. https://t.co/bXm3X0Dhmf,1,0.9911453654753144,1,0.1648519197411189,1,0.985683918568628,1,0.12826192986455154,1,0.9302747774569474,3.2002179111065603
75,474,1370829056330063872,"@PhillThomas24 @fmwales @WelshGovernment @PublicHealthW No - confidence in the vaccines but not a lot of confidence in irreponsible idiots, social distance ignorers, covid-deniers, conspiracy theorists and vaccine refuseniks",1,0.8606920158306077,1,0.5043627114383318,1,0.8523305462691271,1,0.3690404849502086,1,0.6061124727069792,3.1925382311952544
38,477,1367069419692679168,"China’s rival India is using its strength as the world’s biggest maker of vaccines for various diseases to improve regional ties during the pandemic by providing COVID-19 vaccines to a range of countries, pushing back against Beijing’s political and economic in Asia.",1,0.9870660990128438,1,0.21430792620013817,1,0.9574657036356612,1,0.03723107035960482,1,0.9824094943133904,3.178480293521638
267,13,1368924027486674688,"Russia has created front organizations, with ties to Russian intelligence, to conduct a disinformation against US vaccines. They include New Eastern Outlook and Oriental Review (linked to SVR), News Front (linked to FSB), Rebel Inside (linked to GRU) https://t.co/HLpwt6oPU2",1,0.7957870745040394,1,0.2875630313640334,1,0.9760137642418112,1,0.6202980096930966,1,0.4868577193531005,3.1665195991560813
133,53,1369184824850743296,"As COVID-19 vaccines continue to be rolled out for health workers, and soon also for the public, it helps to be aware of the possible side effects that normally occur after getting inoculated. https://t.co/xpGoXYtIpP",1,0.8576670713475549,1,0.2722366940736959,1,0.956590566080326,1,0.21216374904991842,1,0.8654520639056431,3.1641101444571387
81,466,1367836699955359488,Islamic Republic Of Pakistan says it aims to tackle the Covid-19 health challenge through herd immunity and donated vaccines by global agencies as it has no plan to buy vaccines at least during the current year. https://t.co/47V1FqRUzz,1,0.9468504062862358,1,0.317462964218431,1,0.9165296847801604,1,0.026116847433998558,1,0.9521546923598314,3.159114595078657
216,124,1369421498117722112,"#Instagram's own #algorithm recommended false claims about COVID-19, vaccines and the 2020 U.S. election to people who appeared interested in related topics, according to a new report from a group that tracks #online #misinformation. Report: https://t.co/xe3Wv3D2Lx",1,0.9705726687160736,1,0.2579305604522826,1,0.9380544345192122,1,0.5907673430722005,1,0.401329977750963,3.158654984510732
35,487,1370581642499256320,"As of Friday, four Arizona counties were administering COVID-19 vaccines to people 65 and older, while nine more had lowered the threshold to people 55 and older. Two counties, Gila and Greenlee, are allowing anyone older than 16 to register for a shot. https://t.co/1O2iB5JUHK",1,0.991293836407266,1,0.16718753986543355,1,0.9708967975539626,1,0.03548191969243397,1,0.9921593732669448,3.1570194667860414
158,407,1369547503293579264,"Both the #PfizerBioNTech and the #OxfordAstraZeneca COVID-19 vaccines have been shown to be extremely safe and effective, which is great news for all Australians.",1,0.8028669119735803,1,0.26644310056366516,1,0.9493178212371572,1,0.2661895621071506,1,0.871527541023871,3.1563449369054246
187,170,1368378843724017664,"Pfizer and Moderna set to make billions from vaccine while AstraZeneca, Johnson &amp; Johnson have pledged no cost till the pandemic ends. I have no doubt which companies will stand longer eventually simply because of their values. https://t.co/mnDBvZPc58",1,0.984092538639986,1,0.20002124885727435,1,0.8756883084257479,1,0.3946860860946577,1,0.7018253531931005,3.1563135352107663
49,369,1369244962462838784,"Rexdale has been a hot spot for COVID-19, with a large population of essential workers and people living with extended families. The neighbourhood has reportedly been overlooked for vaccines with nothing set up for those 80 and older to get a shot. https://t.co/V6jQtNhRQn",1,0.9735405809387044,1,0.20192788952318863,1,0.943427946161988,1,0.04422308918012019,1,0.9889318902767914,3.1520513960807928
247,450,1368932294078169088,"The State Department’s Global Engagement Center, set up to counter propaganda and disinformation campaigns, identified three outlets controlled by Russia's FSB that are spreading disinformation about COVID-19 vaccines: News Front, New Eastern Outlook, and Oriental Review.",1,0.8162675176217248,1,0.27768841789383414,1,0.969630252511186,1,0.421816175376563,1,0.6535959828432797,3.138998346246588
170,215,1371078176445771520,"#COVAX is Germany’s multilateral and inclusive response to #COVID‑19. With 2.1 billion euro, Germany 🇩🇪 is also the largest Donor in this distribution plattform. In a first step, COVAX will supply 142 countries with vaccines by the end of May.",1,0.9559702620289636,1,0.3553897750829327,1,0.8784621553583518,1,0.1879215912445329,1,0.7610400570738318,3.1387838407886126
240,334,1369435335474741248,The world won't recover from COVID-19 if some populations are excluded from access to vaccines and other much needed aid. Tell Congress: Israel must provide Palestinians living under occupation with medical needs and vaccines. https://t.co/n1YC05Sq2V,1,0.6791903243501503,1,0.36609227128864297,1,0.8209094193209773,1,0.3202061621930341,1,0.95175469734048,3.1381528744932847
135,370,1370333269900820480,"I deleted the first tweet in this thread, because it was pointed out that we weren't *sure* the US was hoarding and not using COVID-19 vaccines. Now we know, &gt;30m doses. Enough to vaccinate everyone over 65 in Brazil, where 1,600 people died yesterday. https://t.co/q5ui9a7Wz9 https://t.co/wEnJtSInX9",1,0.9302609860075494,1,0.05712821150391045,1,0.8124812387475878,1,0.9317555775875456,1,0.4037893860301095,3.1354153998767025
157,308,1370927884177600512,@theage @TGAgovau Urgent Open Letter from Doctors &amp; Scientists to European Medicines Agency regarding COVID-19 Vaccine Safety Concerns “demand that approval for use of the gene-based vaccines be withdrawn until all the [outlined] issues have been properly addressed“ https://t.co/ONtFvlwcV5 https://t.co/SumspQfapz,1,0.78074581609733,1,0.10504782771019427,1,0.8967977741737271,1,0.40551829592106303,1,0.9470490722301426,3.135158786132457
237,80,1235719492493172736,"Today’s #coronavirus recap:  -95,270 confirmed cases globally &amp; 3,281 deaths  -80% of new cases in 🇮🇷🇮🇹🇰🇷  -@WHO estimates ~3.4% of 🌎 #COVID19 cases have died  -“It is a time for pulling out all the stops” -@DrTedros  -Countries must take a comprehensive, all-government approach",1,0.997733221094275,1,0.4578735061159165,1,0.9473696386623204,1,0.5146517326778842,1,0.2145381964444002,3.1321662949947964
80,198,1369730858131787520,The American Rescue plan is about getting help to those who need it most. I just voted YES for: 💵$1400 direct relief payments 🏛Relief funding for state and local governments 💉More COVID-19 vaccines 🍽Funds to help struggling restaurants #AmericanRescuePlan https://t.co/H900bwm7mr,1,0.9321007032933584,1,0.11202572963951274,1,0.9173523370330684,1,0.19835726427481726,1,0.9677319969511772,3.127568031191934
60,18,1370453239309680640,"Additionally, beginning Monday, April 5, all Michiganders age 16+ who were not previously eligible will be eligible to receive a vaccine. This is exciting news, and I urge all eligible Michiganders to get one of the three safe and effective COVID-19 vaccines.",1,0.9786734518257232,1,0.196588355437616,1,0.9093274491522748,1,0.06286436235606518,1,0.9797867165384796,3.1272403353101583
201,114,1368763761742524416,"Federal authorities are being asked to step in amid concerns that sensory sensitivities, physical access and other barriers may be keeping people with #disabilities from receiving COVID-19 vaccines. https://t.co/wl1gjwFUAl #specialneeds #COVID19Vaccine",1,0.9456193268830648,1,0.3251330516154949,1,0.8284394640424209,1,0.27214091684510433,1,0.75010956645985,3.1214423258459343
134,112,1368946623603240704,Guidance from the White House released this morning appears to have scrubbed a planned visit to #Baltimore by #POTUS - 'The President will host an event with the CEOs of Johnson &amp; Johnson and Merck about their historic partnership to produce more COVID-19 vaccines.' @wbalradio,1,0.8676940387374777,1,0.308792555994158,1,0.9780916737159756,1,0.13175258741873574,1,0.8311635322840992,3.117494388150446
143,204,1368236860376371200,@syl20carle @cutecanukgirl Folks - let's work together &amp; bring info re. these experimental MRNA vaccines. These vaccines put working instructions into your body's cells and nobody knows the long-term effects. Nobody. Big Pharma &amp; their Gov partners won't tell you. https://t.co/LCqMCkyfv5 #cdnpoli #poli,1,0.42070547413785553,1,0.949450859087809,1,0.7547699141950158,1,0.9483298126115332,1,0.04394299139303559,3.1171990514252492
203,179,1370127864381763584,DO NOT FEEL BAD IF YOU CAN GET A COVID VACCINE. There are so many reports of sites dumping unused vaccines &amp; that’s why GA is in very last place and why there’s so many variants. call your local pharmacies and try to get on the waiting list of unused shots at the end of the day.,1,0.7428282140536654,1,0.4348359428358841,1,0.90138593574656,1,0.15670380847779097,1,0.8768595066368986,3.1126134077507994
152,421,1370041406048202752,"Sadly, today’s appropriate focus on coronavirus deaths and vaccines has led many to overlook the deepening social crisis the nation has been enduring for decades. A growing proportion of Americans are enduring the painful decline in their quality of life. https://t.co/1brT1xqJIM",1,0.9893207107253436,1,0.21108551704331546,1,0.8140564838307581,1,0.25948313275117063,1,0.8268117887126399,3.100757633063228
230,176,1370501666869374720,@Rossalincoln What crazy about people insisting Donald Trump deserves some credit for vaccines is he got vaccinated IN SECRET. He had a chance to depoliticize the vaccine and help share the credit and he turned it down. https://t.co/LlWbf3xsI2,1,0.7299115150127524,1,0.18233117035739488,1,0.9479788579274874,1,0.7937286646769679,1,0.4416976764226974,3.0956478843973
68,158,1369196257240055808,"India has adequate supplies of Covid-19 vaccines but states need to increase the involvement of private hospitals, better utilise capacity and plan a month in advance to scale up ongoing immunisation drive, NHA CEO told ET https://t.co/JB4HL8Jl5W",1,0.9758078006416502,1,0.16304973744319173,1,0.9281139320259976,1,0.081873931606126,1,0.9463023123367535,3.0951477140537187
173,173,1369740851166011136,"No one disagreed with prioritizing vaccines for health care providers and the oldest and most frail Americans. But now that we are thinking about vaccinating the larger population, equity issues are coming front and center, especially around race. https://t.co/IW95bm8ezp",1,0.7164861147462339,1,0.19141322071892253,1,0.9208156912046304,1,0.3087047754307797,1,0.952159512673476,3.0895793147740425
163,391,1367517694279393280,The EU and Italy have blocked AstraZeneca’s COVID-19 vaccine shipment destined for Australia after the drug manufacturer failed to deliver the doses it promised Europe. https://t.co/GEMOlMwhkW,1,0.9712688103495396,1,0.12276740150732557,1,0.8940281612811929,1,0.35301558867358485,1,0.7479720295525776,3.0890519913642205
70,277,1371024775103975424,"India donated 40,000 COVID-19 vaccines to Antigua and Barbuda and 80,000 vaccines to Guyana under the 'Vaccine Maitri' initiative https://t.co/1qCqvDi110",1,0.9053730936176024,1,0.15544138182092004,1,0.953616225707008,1,0.0930628226457948,1,0.9771227847403942,3.0846163085317193
