,tweet_id,tweet_text,verifiable,false_info,interest_to_public,general_harm,attention_to_fact_check,verifiable_numeric,false_info_numeric,interest_to_public_numeric,general_harm_numeric,attention_to_fact_check_numeric
30,1369363349746688000,Louisiana just expanded the Covid vaccine eligibility to include people 16+ with a health condition! I qualify as a smoker and got the one dose J&amp;J vaccine from a Walmart this morning. In two weeks I can 100% safely see other fully vaccinated people.. maskless! GET YOUR VACCINES! https://t.co/OPYGnbFOtz,1,0,1,0,1,0.74,0.66,0.75,0.11,0.78
31,1369725977899769856,"Jen Psaki tells @nancycordes the Biden administration is planning for an oversupply of COVID vaccines because they still don't know which vaccine will be most effective on kids, as well as the impact of variants or the need for booster shots https://t.co/yKcu17BfYn https://t.co/t33QFTfOHc",1,0,1,0,1,0.41,0.06,0.18,0.31,0.4
32,1370393398239239936,"Alabama will begin offering COVID-19 vaccines to anyone age 55 and older, and anyone over 16 with certain health conditions on March 22. https://t.co/1BPEjKWimx https://t.co/GDfREjR2RQ",1,0,1,0,1,0.85,0.84,0.49,0.54,0.15
33,1369956790360768512,Billions of people at risk of COVID-19 are unlikely to receive a single dose of the life-saving vaccines this year. Our global campaign calling for universal access to #COVID19 vaccines launches today. Find out more... #PeoplesVaccine #AFairShot https://t.co/JphCtpRjbT,1,0,1,0,1,0.26,0.2,0.4,0.36,0.4
34,1369718019790954496,"As of March 9, Alaska is the first state in the U.S. to open COVID-19 vaccines to anyone 16 and older, regardless of their health status or occupation. In a tweet, Gov. Mike Dunleavy said the decision 'marks a significant step forward in our efforts to put the virus behind us.’ https://t.co/se5Y9L3VKq",1,0,1,0,1,0.43,0.1,0.02,0.43,0.47
35,1367919128338591488,"We're pressing the federal government to get us COVID-19 vaccines so that we can get as many Albertans protected, as soon as possible. Alberta is preparing to have everyone 18+ receive a 1st COVID-19 vaccine dose by the end of June, if and only if, we receive the supply we need. https://t.co/LZAxg4LpMi",1,0,1,0,1,0.1,0.37,0.16,0.4,0.12
36,1367249708729597952,"Life-saving vaccines will now be available for essential workers who have been on the front lines of this pandemic. Supply remains limited. City sites will provide second doses this week, and a small number of first dose appointments. More info: https://t.co/Hr5BGEq2Ul. https://t.co/OZuvZVQ8to",1,0,1,0,1,0.04,0.51,0.73,1.0,0.51
37,1367951821193543680,"Unlike mRNA vaccines, which must be stored at -20 degrees C, adenovirus vaccines can be refrigerated for up to three months at 36–46 degrees F. That means it can be distributed more easily in doctor’s offices, pharmacies, clinics, or anywhere else. https://t.co/uLjAqopvbx",1,0,1,0,1,0.88,0.45,0.79,0.69,0.51
38,1367181649348341504,"Promising news: COVID-19 vaccines are arriving, through COVAX, in countries @RESCUEorg operates in—DRC, Nigeria, Colombia, Kenya and others on the way. Hopeful steps toward driving equitable access to the vaccine and ending the pandemic. No one is safe until everyone is safe.",1,0,1,0,1,0.64,0.82,0.13,0.75,0.65
39,1371102396076679168,#COVAX has notified 3⃣6⃣ countries in the Americas 🌎 of the first #COVID19 vaccine allocations. WHO is now helping these countries receive &amp; deploy the vaccines. More info 👉https://t.co/xJ26fUKu44 #WHOImpact https://t.co/08FL82Ijpz,1,0,1,0,1,0.95,0.69,0.16,0.47,0.75
40,1369293334477471488,NEW: EU draft proposals for a vaccine certificate — “EU covid card/digital green certificate” — could include vaccines from Russia and China that have received emergency authorisation from national governments but not EMA approval https://t.co/eVYtL2uiAL,1,0,1,0,1,0.23,0.53,0.11,0.5,0.88
41,1371107611584696320,BREAKING NEWS: Ireland suspends with immediate effect from today 14th March 2021 the COVID-19 vaccination with Oxford-AstraZeneca vaccine. Denmark and Norway have also suspended the use of COVID-19 vaccines.,1,0,1,1,1,0.27,0.78,0.97,0.36,0.89
42,1371069095831998464,"Gates funded 2019 Event 201 pandemic exercise In focus: Industry-centric, fear based, police-state, censorship, patentable antivirals vaccines Ignored: building immune systems, off-the-shelf remedies, drugs, vitamins, The rest they say, is history https://t.co/7gzrLtyfre",1,1,1,1,0,0.47,0.37,0.84,0.42,0.22
43,1370004736011874304,$PDSB PDS Biotech COVID-19 Vaccine Consortium Receives a US$60 Million Commitment from Brazil’s MCTI to Fund Clinical Development and Commercialization of PDS0203 #CovidVaccine https://t.co/iG5lgfIR2Z,1,0,1,0,1,0.92,0.74,0.51,0.63,0.48
44,1369835335178481664,"When leaders of the [Quad] meet...Friday, they will discuss ways to ramp up vaccine manufacturing by India and measures to get doses speedily to more developing countries...As of Wednesday India had shipped more than 58 million doses to 66 countries https://t.co/CjXMPrlCBS",1,0,1,0,1,0.72,0.21,0.6,0.32,0.72
45,1368193973228027904,"Rich, non-disabled people in Philadelphia are pretending they live in “congregate settings” to get early access to vaccines meant for disabled people living in group homes and institutions. https://t.co/RIBxYsm9TP",1,2,1,1,0,0.78,0.59,0.57,0.66,0.26
46,1369436846783139840,"After getting your #COVID19Vaccine, you may not have to wait to donate as long as you’re symptom free and feel well. Read more details about vaccines and blood donor eligibility here: https://t.co/z74GvC0u2J https://t.co/kvGdM1lA90",1,0,1,0,1,0.63,0.86,0.81,0.74,0.5
47,1369245265434189824,"Several UN and regional bodies issued a Guidance Note on Equitable Access to COVID-19 vaccines for migrants, regular and irregular, calling States to avoid any discrimination against them, applying the same standards they use for nationals. https://t.co/IdKeX9beaR",1,0,1,0,1,0.54,0.78,0.29,0.95,0.59
48,1370091930131038208,"The safety of vaccines delivered to Nigeria is paramount to the Presidential Task Force on COVID-19. For this reason, it has enhanced multi-sectoral collaboration among stakeholders and technical entities such as the FMOH, NPHCDA, NAFDAC, WHO and UNICEF",1,0,1,0,1,0.47,0.26,0.27,0.11,0.02
49,1369992756005855232,"#CVSHealth is now administering #COVID19 vaccines in 1,200 stores across 29 states and Puerto Rico. Newly activated states and jurisdictions are CO, IL, KY, MN, MO, MT, NC, ND, NV, OK, UT, VT, NYC and Philadelphia. https://t.co/faGimUyBEn https://t.co/faGimUyBEn",1,0,1,0,1,0.36,0.96,0.71,0.5,0.03
50,1369405429986508800,"Great news! The VA Northern California Health Care System is now offering COVID-19 vaccines to all enrolled Veterans who already receive their care at VA, regardless of age, and their registered caregivers. https://t.co/W6i5cOXwOH",1,0,1,0,1,0.2,0.4,0.65,0.75,0.99
51,1367245903480946688,"On Wednesday, #Cuba expressed its willingness to assist Lebanon to combat COVID-19, offering its most advanced vaccines, Soberana 02 and Abdala, which will start their final-phase clinical trials this month. https://t.co/YUtXiyed04",1,0,1,0,1,0.62,0.94,0.62,0.24,0.57
52,1369417564712017920,"With three COVID-19 vaccines approved for use, and a steadily increasing vaccine supply, the OK State Dept. of Health has now opened vaccine eligibility to all Phase 3 priority groups, which applies to most students, faculty &amp; staff on the OU Norman campus. #OUVaccinates https://t.co/nvDwLICUQc",1,0,1,0,1,0.07,0.14,0.51,0.48,0.06
53,1370903559907184640,"According to this data, New York is 4 months away from having 75% of the population vaccinated and possibly reaching herd immunity. The US is currently leading the world in number of vaccines administered. https://t.co/b6sPpt68aU",1,0,1,0,1,0.94,0.5,0.98,0.27,0.8
54,1370558261502431232,"Mongolia received 14,400 doses of AstraZeneca-Oxford vaccines via the COVAX Facility. UNICEF and WHO have been technically, financially and logistically supporting the Government of Mongolia to prepare for the COVID-19 immunization campaign. @UNICEF_Mongolia @gavi @WHOMongolia https://t.co/noEGmsPHlE",1,0,1,0,1,0.45,0.7,0.59,0.19,0.67
55,1369624591660891904,Covid vaccines are safe for people with epilepsy (I had zero side effects and no seizures) and having Covid puts you at greater risk so please get that vaccine in your arm https://t.co/UYZYMRU1rY,1,0,1,0,1,0.31,0.24,0.79,0.92,0.0
56,1368468002195259136,Honoured to represent EU and #TeamEurope at this morning ceremony for the arrival of the first batch COVID-19 vaccines in Addis Ababa through COVAX. The world will not be free from the virus until everybody is protected. EU and ETH together in the fight for the pandemic. https://t.co/CWzvGE7SKQ,1,0,1,0,1,0.44,0.4,0.27,0.78,0.17
57,1366552210511958016,"Several countries in the Americas have received their first COVID vaccine shipments over the past few weeks — not from the U.S., but from China, Russia, and in some cases, India. https://t.co/UQkJ2SnGAo",1,0,1,0,1,0.58,0.56,0.32,0.36,0.03
58,1370698656366530304,There are now 81 #COVID19 vaccine candidates undergoing clinical trials around the world and three vaccines have moved to phase 3 trials. Learn more via our latest vaccine race update: https://t.co/ETtHP6XmYI,1,0,1,0,1,0.27,0.66,0.4,0.25,0.46
59,1369751161197142016,"ICYMI: New Yorkers age 60 and up are now eligible for the COVID vaccine. The vaccines are safe, effective &amp; free. If you're eligible, book your appointment today: https://t.co/nGVJXXouUG https://t.co/WnOwl0dzhx",1,0,1,0,1,0.7,0.38,0.4,0.68,0.29
60,1369510046434947072,Alaska is 1st in US to open vaccines to anyone age 16+. Last week they opened to 55+ &amp; ppl with comorbidities yet still had appointments unfilled. So anyone 16 or &gt; gets a vaccine in Alaska! They had previously vaccinated 25% #OVHealthcare #ONEV1 https://t.co/DtkgBlAcHQ,1,0,1,0,1,0.78,0.87,0.83,0.0,0.99
61,1370585135079288832,"Health authorities booked 17,210 appointments for COVID-19 vaccines today and 85,904 this week. Each health authority’s total for today (and this week) are: VIHA - 4,468 (14,325) FHA - 5,148 (32,588) IHA - 3,214 (14,368) VCH - 2,434 (18,245) NHA - 1,946 (6,378)",1,0,1,0,1,0.81,0.3,0.49,0.48,0.16
62,1370136454085639936,"Today, the #GC provided an update on #COVID19 and #Indigenous communities. 536 First Nations, Inuit and Territorial communities are rolling out vaccines, and more than 162,155 doses have been administered. https://t.co/Pm1Rh7TEQv #AllInThisTogether https://t.co/CiQxSUYYYA",1,0,1,0,1,0.99,0.45,0.74,0.06,0.57
63,1369645485968011264,"At least 37 states and Washington, D.C., now allow some residents with certain health problems to get vaccines, according to a New York Times survey. But the health issues granted priority differ from state to state, and even county to county. https://t.co/WUYHBwQpBi https://t.co/rv25w7cRxA",1,0,1,0,1,0.61,0.09,0.87,0.08,0.68
64,1369450633108086784,‼️UPDATE‼️Very successful day at Fair Park today. We administered a total of 8839 vaccines to Dallas County residents. We are averaging over 1k vaccines per hour. Don’t let your guard down and continue to do your best to defeat COVID-19. @JudgeClayJ @FEMARegion6 https://t.co/oEidQ7265R,1,0,1,0,1,0.69,0.42,0.04,0.34,0.16
65,1368449164561022720,"More 100,000 doses of the COVID-19 vaccine from the Indian government will arrive today afternoon at Entebbe International Airport. The #COVID19 vaccines are #safe #effective and #free @WHOUganda @MinofHealthUG",1,0,1,0,1,0.1,0.01,0.81,0.22,0.48
66,1370001228281880320,"How Chile built one of the world’s most successful vaccination campaigns - Vox The Latin American country bet big on vaccines and relied on a strong primary health care network. Now, a quarter of the country has had at least one shot. https://t.co/CAjWX8DPH1",1,0,1,0,1,0.33,0.45,0.94,0.2,0.53
67,1369413644883275520,"In Los Angeles, Dr Jerry Abraham transformed a historically Black hospital into a COVID-19 vaccination hub. Today, he testified in a senate committee hearing saying, We took down every barrier that stood in the way of our patients and their vaccines. https://t.co/SR8SB72gt1",1,0,1,0,1,0.98,0.68,0.07,0.84,0.31
68,1366430541369774080,"In the first 2.5 hours of expanding eligibility to those 65 and older, we scheduled more than 15,000 Vermonters for their vaccines. Keep it up! #OutShotVT https://t.co/KaYvmsLE56 https://t.co/Lv3DMmhUkZ",1,0,1,0,1,0.89,0.27,0.59,0.99,0.06
69,1370011439390416896,"President #Kagame and First Lady Rwanda Jeannette Kagame today received their Covid-19 vaccines at King Faisal Hospital in Kigali. #Rwanda's Covid-19 vaccination campaign launched last Friday has seen more than 230,000 people vaccinated so far. #VaccinesSaveLives https://t.co/hZBJU4ygeu",1,0,1,0,1,0.4,0.9,0.4,0.2,0.97
70,1369724396752015104,".@PressSec says there is no plan at this time for the U.S. to send Covid-19 vaccine doses to developing countries. She says Biden is committed to expanding global vaccinations but ""is first and foremost focused on ensuring Americans have access to vaccines as soon as possible.""",1,0,1,0,1,0.47,0.41,0.48,0.62,0.53
71,1368580426722377728,Russia is mounting a disinformation campaign against Pfizer's Covid vaccine https://t.co/JWrmQ117uj. And idiotic comments in the West have already harmed the AZ one.,1,0,1,1,0,0.01,0.29,0.36,0.8,0.48
72,1368431197127380736,The first #COVAX delivery of vaccines arrived in #Ethiopia today. 2.2 Million doses through #TeamEurope and the international partnership established to ensure equitable distribution of #COVID-19 vaccines around the world @EUinEthiopia @EleniKyrou_ @BNMarkussen #AUEU https://t.co/6q1MKWgDPi,1,0,1,0,1,0.39,0.51,0.04,0.24,0.49
73,1366255539039174656,"The best vaccine is the one that is available. This statement was by Dr Tony Fauci (USA) in the context of Pfizer, Moderna and J&amp;J vaccines being available to the population. https://t.co/6aDsIqP7Yt",1,0,1,0,1,0.92,0.89,0.23,0.58,0.67
74,1371030644881551104,"No one is safe until everyone is safe 🌍 COVAX has so far shipped over 28.5 million COVID-19 vaccines to 37 countries, with more arrivals due in the coming days and weeks 🙌 @gavi | @WHO | @UNICEF Follow our partner @gavi’s live blog for more ⤵️ https://t.co/wxVTreIa8V",1,0,1,0,1,0.71,0.85,0.32,0.28,0.16
75,1369628904621826048,74% of the British public think governments should ensure vaccine science and know-how is shared with qualified manufacturers around the world. We need a #PeoplesVaccine now. https://t.co/SMv3gsye32,1,0,1,0,1,0.2,0.77,0.85,0.35,0.4
76,1369515486204096512,"Everyone needs vaccines. They are recommended for infants, children, teenagers, and adults Make sure that you and your loved ones get the COVID-19 vaccine #KickCOVIDoutOfKenya https://t.co/74CSN5Hwwr",1,0,1,0,1,0.2,0.26,0.84,0.64,0.77
77,1368376838649749504,"Awesome time volunteering w/an amazing grp of local providers and nurses at multiple churches that opened doors to help us give 2nd dose COVID-19 vaccines to &gt;1700 African American and Latinx seniors from vulnerable zip codes in Raleigh, NC. Here's our strike team-all smiles! https://t.co/oCdNyTvhnS",1,0,1,0,1,0.03,0.29,0.28,0.74,0.33
78,1368154540982165504,"With Hon PM, UN Resident Coordinator and the 12400 Astra Zeneca Vaccines we received tonight . It is the beginning of the end to COVID-19 in Fiji and its affect on the nation as a whole. #TogetherWeCan https://t.co/Z4iuP88pSf",1,0,1,0,1,0.05,0.49,0.02,0.54,0.95
79,1366847032703528704,"Today, Sue and I received our first COVID-19 shot at the Dunkin’ Donuts Center — we’re feeling great! These vaccines are safe and will save lives. Every shot helps Rhode Island get one step closer to beating this virus and getting back to school, back to work and back to normal. https://t.co/itMZopTxXm",1,0,1,0,1,0.64,0.63,0.86,0.15,0.46
80,1369697110052995072,"***************** ROMANIA: Vaccine Protests ***************** Thousands of protesters gathered in Romania’s capital, Bucharest, on Sunday to protest COVID-19 restrictions and vaccinations, which they fear will become compulsory. https://t.co/zqFRLLnu0E",1,2,1,0,1,0.31,0.41,0.68,0.85,0.64
81,1368205967968636928,"Israeli PM Netanyahu slams ‘SNL’ joke about COVID-19 vaccine efforts: This is outrageous. It’s so false. In fact, I brought vaccines and went especially to the Arab communities, the Arab citizens of Israel, and vaccinated as many as we can. https://t.co/07B45Pqkwj",1,0,1,1,1,0.5,0.09,0.48,0.04,0.21
82,1368924698197848064,"232,000 coronavirus vaccine doses have been given since Friday in Illinois — and the state again broke its record for shots. https://t.co/1XBE5gV0xQ https://t.co/SlBApndQww",1,0,1,0,1,0.04,0.62,0.56,0.17,0.69
83,1368780169498955520,"#BREAKING: The coronavirus variant first identified in South Africa is now in Colorado, per the @CDPHE. Experts say the B.1.351 variant (also known as 501Y.V2) is more contagious and resistant to the COVID-19 vaccines currently available to the public. #COVID19Colorado https://t.co/dDJUSyigky",1,0,1,1,0,0.53,0.52,0.28,0.78,0.23
84,1370539228317163520,"Oregon, we’re almost at 1 million administered first doses of the COVID-19 vaccines! 👏👏 Help keep our community safe by masking up and stay a safe distance from others on transit 🚌🚈 https://t.co/Mz1mMpvzWr",1,0,1,0,1,0.97,0.08,0.43,0.04,0.09
85,1370394637194518528,"@politvidchannel Pfizer was funded by Germany. 116 countries participated in getting the vaccine. The vaccines are a worldwide effort. If the US did not exist the world would still have created vaccines. 4 % of the world’s population and 25% of the World’s Covid deaths, this is our record.",1,0,1,0,1,0.16,0.64,0.23,0.23,0.04
86,1370333633517662208,Dr. Reshma Ramachandran: Pfizer plans to increase Covid vaccine price to $150 or $175 per dose in 2022 https://t.co/QtT8p5FFVC @donatopmancini @natashaloder @DavidP4AD @Vivivovi @uaem,1,0,1,0,1,0.62,0.81,0.17,0.69,0.72
87,1370221560515063808,The Philippines has secured $900 million (about ₱43.67 billion) in fresh funding from the World Bank and Asian Development Bank for its purchase of COVID-19 vaccines and measures in response to the health crisis. https://t.co/UnGl3ClY8R,1,0,1,0,1,0.95,0.38,0.55,0.32,0.55
88,1370071441392209920,Gauteng has depleted its stock of Johnson and Johnson Covid-19 vaccine for healthcare workers. 31 000 healthcare workers have been vaccinated in the province since arrival of the first two batches totalling 160 000 doses of J&amp;J vaccines arrived in the country last month.,1,0,1,0,1,0.34,0.51,0.84,0.58,0.68
89,1370070720827564032,Johnson &amp; Johnson now in on the money making Covid vaccine scam. There must be agreement to share the profit. Young and healthy don't need vaccines they have able immune systems. https://t.co/T5Spm4Omq5,1,2,1,1,0,0.75,0.56,0.36,0.51,0.84
90,1370054872733745152,"Don't panic if you see a lump on your armpit after COVID-19 vaccination, doctors say As more Canadians receive COVID-19 vaccines, more and more people might encounter a side effect that radiologists want the public to be more aware of: swelling under the https://t.co/Oi8gUcb0mi",1,0,1,0,1,0.86,0.51,0.25,0.28,0.39
91,1369967827608735488,Not good if proven true. Indian Government has refused to approve other #Vaccines just relying on this and #Covaxin Denmark suspends use of AstraZeneca's Covid vaccine after concerns were raised over potentially dangerous side effects https://t.co/7mIyYkLUI1 via @bpolitics,1,0,1,1,0,0.92,0.3,0.71,0.17,0.27
92,1369815812354301952,"The OECD has positively updated its 2021 Global Growth forecast in response to the U.S stimulus and advised against winding down fiscal and monetary support.   👉🏼 Covid-19 vaccines and stimulus plans will aid global growth, says OECD https://t.co/BXqwLbzULn",1,0,1,0,1,0.3,0.11,0.99,0.3,0.22
93,1369788910046380032,"A new U-M poll shows a significant shift in older adults’ attitudes toward #COVID19 vaccines compared to last fall, when only 58% of people in their 50s, 60s, and 70s said they would get it. Now, 71% say they are ready. https://t.co/IL5V3xDccN https://t.co/NNlMYhrjCc",1,0,1,0,1,0.54,0.02,0.31,0.49,0.76
94,1369777838333722624,"Retail giant Target is partnering with CVS Pharmacy to bring coronavirus vaccines to more than 600 stores across the country, including locations in Virginia and Maryland. https://t.co/2RjmS64Uun",1,0,1,0,1,0.38,0.64,0.55,0.91,0.1
95,1369765764954271488,The Texas Department of State Health Services has announced that Texans age 50 and older will be eligible to receive COVID-19 vaccines beginning on March 15. More info: https://t.co/QPZb3c0bPD https://t.co/hsT4BEJhY3,1,0,1,0,1,0.55,0.77,0.53,0.56,0.31
96,1369664558047113216,"More than 120 GW students, faculty and staff helped administer about 2,500 COVID-19 vaccines during D.C.’s first high-capacity vaccination event. https://t.co/6SkOu4hT9E",1,0,1,0,1,0.4,0.99,0.24,0.33,0.75
97,1369380104590200832,"@SharpieDj 2008, Chief Medical Adviser Prof Chris Whitty, accepted, $40 million from Bill Gates to control British vaccine promulgation: and he stated “COVID-19 vaccines and drugs would need to be in place before measures could be lifted … : https://t.co/kTMFYPvyxi",1,1,1,1,0,0.31,0.31,0.04,0.3,0.95
